TIME,GEO,UNIT,PURPOSE,DURATION,PARTNER,Value,Flag and Footnotes
2009,Cyprus,Number,Visits to friends and relatives,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2009,Cyprus,Number,Visits to friends and relatives,4 nights or over,Europe,:,
2009,Cyprus,Number,Visits to friends and relatives,4 nights or over,European Union - 28 countries (2013-2020),:,
2009,Latvia,Number,Total,1 night or over,Europe,:,
2009,Latvia,Number,Total,1 night or over,European Union - 28 countries (2013-2020),:,
2009,Latvia,Number,Total,From 1 to 3 nights,Europe,:,
2009,Latvia,Number,Total,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2009,Latvia,Number,Total,4 nights or over,Europe,:,
2009,Latvia,Number,Total,4 nights or over,European Union - 28 countries (2013-2020),:,
2009,Latvia,Number,Personal reasons,1 night or over,Europe,:,
2009,Latvia,Number,Personal reasons,1 night or over,European Union - 28 countries (2013-2020),:,
2009,Latvia,Number,Personal reasons,From 1 to 3 nights,Europe,:,
2009,Latvia,Number,Personal reasons,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2009,Latvia,Number,Personal reasons,4 nights or over,Europe,:,
2009,Latvia,Number,Personal reasons,4 nights or over,European Union - 28 countries (2013-2020),:,
2009,Latvia,Number,"Professional, business",1 night or over,Europe,:,
2009,Latvia,Number,"Professional, business",1 night or over,European Union - 28 countries (2013-2020),:,
2009,Latvia,Number,"Professional, business",From 1 to 3 nights,Europe,:,
2009,Latvia,Number,"Professional, business",From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2009,Latvia,Number,"Professional, business",4 nights or over,Europe,:,
2009,Latvia,Number,"Professional, business",4 nights or over,European Union - 28 countries (2013-2020),:,
2009,Latvia,Number,Visits to friends and relatives,1 night or over,Europe,:,
2009,Latvia,Number,Visits to friends and relatives,1 night or over,European Union - 28 countries (2013-2020),:,
2009,Latvia,Number,Visits to friends and relatives,From 1 to 3 nights,Europe,:,
2009,Latvia,Number,Visits to friends and relatives,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2009,Latvia,Number,Visits to friends and relatives,4 nights or over,Europe,:,
2009,Latvia,Number,Visits to friends and relatives,4 nights or over,European Union - 28 countries (2013-2020),:,
2009,Lithuania,Number,Total,1 night or over,Europe,:,
2009,Lithuania,Number,Total,1 night or over,European Union - 28 countries (2013-2020),:,
2009,Lithuania,Number,Total,From 1 to 3 nights,Europe,:,
2009,Lithuania,Number,Total,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2009,Lithuania,Number,Total,4 nights or over,Europe,:,
2009,Lithuania,Number,Total,4 nights or over,European Union - 28 countries (2013-2020),:,
2009,Lithuania,Number,Personal reasons,1 night or over,Europe,:,
2009,Lithuania,Number,Personal reasons,1 night or over,European Union - 28 countries (2013-2020),:,
2009,Lithuania,Number,Personal reasons,From 1 to 3 nights,Europe,:,
2009,Lithuania,Number,Personal reasons,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2009,Lithuania,Number,Personal reasons,4 nights or over,Europe,:,
2009,Lithuania,Number,Personal reasons,4 nights or over,European Union - 28 countries (2013-2020),:,
2009,Lithuania,Number,"Professional, business",1 night or over,Europe,:,
2009,Lithuania,Number,"Professional, business",1 night or over,European Union - 28 countries (2013-2020),:,
2009,Lithuania,Number,"Professional, business",From 1 to 3 nights,Europe,:,
2009,Lithuania,Number,"Professional, business",From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2009,Lithuania,Number,"Professional, business",4 nights or over,Europe,:,
2009,Lithuania,Number,"Professional, business",4 nights or over,European Union - 28 countries (2013-2020),:,
2009,Lithuania,Number,Visits to friends and relatives,1 night or over,Europe,:,
2009,Lithuania,Number,Visits to friends and relatives,1 night or over,European Union - 28 countries (2013-2020),:,
2009,Lithuania,Number,Visits to friends and relatives,From 1 to 3 nights,Europe,:,
2009,Lithuania,Number,Visits to friends and relatives,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2009,Lithuania,Number,Visits to friends and relatives,4 nights or over,Europe,:,
2009,Lithuania,Number,Visits to friends and relatives,4 nights or over,European Union - 28 countries (2013-2020),:,
2009,Luxembourg,Number,Total,1 night or over,Europe,:,
2009,Luxembourg,Number,Total,1 night or over,European Union - 28 countries (2013-2020),:,
2009,Luxembourg,Number,Total,From 1 to 3 nights,Europe,:,
2009,Luxembourg,Number,Total,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2009,Luxembourg,Number,Total,4 nights or over,Europe,:,
2009,Luxembourg,Number,Total,4 nights or over,European Union - 28 countries (2013-2020),:,
2009,Luxembourg,Number,Personal reasons,1 night or over,Europe,:,
2009,Luxembourg,Number,Personal reasons,1 night or over,European Union - 28 countries (2013-2020),:,
2009,Luxembourg,Number,Personal reasons,From 1 to 3 nights,Europe,:,
2009,Luxembourg,Number,Personal reasons,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2009,Luxembourg,Number,Personal reasons,4 nights or over,Europe,:,
2009,Luxembourg,Number,Personal reasons,4 nights or over,European Union - 28 countries (2013-2020),:,
2009,Luxembourg,Number,"Professional, business",1 night or over,Europe,:,
2009,Luxembourg,Number,"Professional, business",1 night or over,European Union - 28 countries (2013-2020),:,
2009,Luxembourg,Number,"Professional, business",From 1 to 3 nights,Europe,:,
2009,Luxembourg,Number,"Professional, business",From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2009,Luxembourg,Number,"Professional, business",4 nights or over,Europe,:,
2009,Luxembourg,Number,"Professional, business",4 nights or over,European Union - 28 countries (2013-2020),:,
2009,Luxembourg,Number,Visits to friends and relatives,1 night or over,Europe,:,
2009,Luxembourg,Number,Visits to friends and relatives,1 night or over,European Union - 28 countries (2013-2020),:,
2009,Luxembourg,Number,Visits to friends and relatives,From 1 to 3 nights,Europe,:,
2009,Luxembourg,Number,Visits to friends and relatives,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2009,Luxembourg,Number,Visits to friends and relatives,4 nights or over,Europe,:,
2009,Luxembourg,Number,Visits to friends and relatives,4 nights or over,European Union - 28 countries (2013-2020),:,
2009,Hungary,Number,Total,1 night or over,Europe,:,
2009,Hungary,Number,Total,1 night or over,European Union - 28 countries (2013-2020),:,
2009,Hungary,Number,Total,From 1 to 3 nights,Europe,:,
2009,Hungary,Number,Total,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2009,Hungary,Number,Total,4 nights or over,Europe,:,
2009,Hungary,Number,Total,4 nights or over,European Union - 28 countries (2013-2020),:,
2009,Hungary,Number,Personal reasons,1 night or over,Europe,:,
2009,Hungary,Number,Personal reasons,1 night or over,European Union - 28 countries (2013-2020),:,
2009,Hungary,Number,Personal reasons,From 1 to 3 nights,Europe,:,
2009,Hungary,Number,Personal reasons,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2009,Hungary,Number,Personal reasons,4 nights or over,Europe,:,
2009,Hungary,Number,Personal reasons,4 nights or over,European Union - 28 countries (2013-2020),:,
2009,Hungary,Number,"Professional, business",1 night or over,Europe,:,
2009,Hungary,Number,"Professional, business",1 night or over,European Union - 28 countries (2013-2020),:,
2009,Hungary,Number,"Professional, business",From 1 to 3 nights,Europe,:,
2009,Hungary,Number,"Professional, business",From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2009,Hungary,Number,"Professional, business",4 nights or over,Europe,:,
2009,Hungary,Number,"Professional, business",4 nights or over,European Union - 28 countries (2013-2020),:,
2009,Hungary,Number,Visits to friends and relatives,1 night or over,Europe,:,
2009,Hungary,Number,Visits to friends and relatives,1 night or over,European Union - 28 countries (2013-2020),:,
2009,Hungary,Number,Visits to friends and relatives,From 1 to 3 nights,Europe,:,
2009,Hungary,Number,Visits to friends and relatives,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2009,Hungary,Number,Visits to friends and relatives,4 nights or over,Europe,:,
2009,Hungary,Number,Visits to friends and relatives,4 nights or over,European Union - 28 countries (2013-2020),:,
2009,Malta,Number,Total,1 night or over,Europe,:,
2009,Malta,Number,Total,1 night or over,European Union - 28 countries (2013-2020),:,
2009,Malta,Number,Total,From 1 to 3 nights,Europe,:,
2009,Malta,Number,Total,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2009,Malta,Number,Total,4 nights or over,Europe,:,
2009,Malta,Number,Total,4 nights or over,European Union - 28 countries (2013-2020),:,
2009,Malta,Number,Personal reasons,1 night or over,Europe,:,
2009,Malta,Number,Personal reasons,1 night or over,European Union - 28 countries (2013-2020),:,
2009,Malta,Number,Personal reasons,From 1 to 3 nights,Europe,:,
2009,Malta,Number,Personal reasons,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2009,Malta,Number,Personal reasons,4 nights or over,Europe,:,
2009,Malta,Number,Personal reasons,4 nights or over,European Union - 28 countries (2013-2020),:,
2009,Malta,Number,"Professional, business",1 night or over,Europe,:,
2009,Malta,Number,"Professional, business",1 night or over,European Union - 28 countries (2013-2020),:,
2009,Malta,Number,"Professional, business",From 1 to 3 nights,Europe,:,
2009,Malta,Number,"Professional, business",From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2009,Malta,Number,"Professional, business",4 nights or over,Europe,:,
2009,Malta,Number,"Professional, business",4 nights or over,European Union - 28 countries (2013-2020),:,
2009,Malta,Number,Visits to friends and relatives,1 night or over,Europe,:,
2009,Malta,Number,Visits to friends and relatives,1 night or over,European Union - 28 countries (2013-2020),:,
2009,Malta,Number,Visits to friends and relatives,From 1 to 3 nights,Europe,:,
2009,Malta,Number,Visits to friends and relatives,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2009,Malta,Number,Visits to friends and relatives,4 nights or over,Europe,:,
2009,Malta,Number,Visits to friends and relatives,4 nights or over,European Union - 28 countries (2013-2020),:,
2009,Netherlands,Number,Total,1 night or over,Europe,:,
2009,Netherlands,Number,Total,1 night or over,European Union - 28 countries (2013-2020),:,
2009,Netherlands,Number,Total,From 1 to 3 nights,Europe,:,
2009,Netherlands,Number,Total,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2009,Netherlands,Number,Total,4 nights or over,Europe,:,
2009,Netherlands,Number,Total,4 nights or over,European Union - 28 countries (2013-2020),:,
2009,Netherlands,Number,Personal reasons,1 night or over,Europe,:,
2009,Netherlands,Number,Personal reasons,1 night or over,European Union - 28 countries (2013-2020),:,
2009,Netherlands,Number,Personal reasons,From 1 to 3 nights,Europe,:,
2009,Netherlands,Number,Personal reasons,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2009,Netherlands,Number,Personal reasons,4 nights or over,Europe,:,
2009,Netherlands,Number,Personal reasons,4 nights or over,European Union - 28 countries (2013-2020),:,
2009,Netherlands,Number,"Professional, business",1 night or over,Europe,:,
2009,Netherlands,Number,"Professional, business",1 night or over,European Union - 28 countries (2013-2020),:,
2009,Netherlands,Number,"Professional, business",From 1 to 3 nights,Europe,:,
2009,Netherlands,Number,"Professional, business",From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2009,Netherlands,Number,"Professional, business",4 nights or over,Europe,:,
2009,Netherlands,Number,"Professional, business",4 nights or over,European Union - 28 countries (2013-2020),:,
2009,Netherlands,Number,Visits to friends and relatives,1 night or over,Europe,:,
2009,Netherlands,Number,Visits to friends and relatives,1 night or over,European Union - 28 countries (2013-2020),:,
2009,Netherlands,Number,Visits to friends and relatives,From 1 to 3 nights,Europe,:,
2009,Netherlands,Number,Visits to friends and relatives,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2009,Netherlands,Number,Visits to friends and relatives,4 nights or over,Europe,:,
2009,Netherlands,Number,Visits to friends and relatives,4 nights or over,European Union - 28 countries (2013-2020),:,
2009,Austria,Number,Total,1 night or over,Europe,:,
2009,Austria,Number,Total,1 night or over,European Union - 28 countries (2013-2020),:,
2009,Austria,Number,Total,From 1 to 3 nights,Europe,:,
2009,Austria,Number,Total,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2009,Austria,Number,Total,4 nights or over,Europe,:,
2009,Austria,Number,Total,4 nights or over,European Union - 28 countries (2013-2020),:,
2009,Austria,Number,Personal reasons,1 night or over,Europe,:,
2009,Austria,Number,Personal reasons,1 night or over,European Union - 28 countries (2013-2020),:,
2009,Austria,Number,Personal reasons,From 1 to 3 nights,Europe,:,
2009,Austria,Number,Personal reasons,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2009,Austria,Number,Personal reasons,4 nights or over,Europe,:,
2009,Austria,Number,Personal reasons,4 nights or over,European Union - 28 countries (2013-2020),:,
2009,Austria,Number,"Professional, business",1 night or over,Europe,:,
2009,Austria,Number,"Professional, business",1 night or over,European Union - 28 countries (2013-2020),:,
2009,Austria,Number,"Professional, business",From 1 to 3 nights,Europe,:,
2009,Austria,Number,"Professional, business",From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2009,Austria,Number,"Professional, business",4 nights or over,Europe,:,
2009,Austria,Number,"Professional, business",4 nights or over,European Union - 28 countries (2013-2020),:,
2009,Austria,Number,Visits to friends and relatives,1 night or over,Europe,:,
2009,Austria,Number,Visits to friends and relatives,1 night or over,European Union - 28 countries (2013-2020),:,
2009,Austria,Number,Visits to friends and relatives,From 1 to 3 nights,Europe,:,
2009,Austria,Number,Visits to friends and relatives,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2009,Austria,Number,Visits to friends and relatives,4 nights or over,Europe,:,
